Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;250
"2014-01-01 00:00:00";857;19,2;31,5;72;
"2014-01-01 01:00:00";845;21,8;33,0;58;
"2014-01-01 02:00:00";819;27,9;44,6;55;
"2014-01-01 03:00:00";869;29,4;49,1;50;
"2014-01-01 04:00:00";841;33,8;57,4;51;
"2014-01-01 05:00:00";825;30,2;51,8;45;
"2014-01-01 06:00:00";808;24,7;53,2;43;
"2014-01-01 07:00:00";804;21,4;41,2;38;
"2014-01-01 08:00:00";746;20,5;43,5;42;
"2014-01-01 09:00:00";778;18,3;38,4;33;
"2014-01-01 10:00:00";829;19,9;43,0;23;
"2014-01-01 11:00:00";852;18,5;39,0;31;
"2014-01-01 12:00:00";800;18,6;40,4;32;
"2014-01-01 13:00:00";886;24,2;54,3;44;
"2014-01-01 14:00:00";753;26,2;47,3;62;
"2014-01-01 15:00:00";812;34,1;77,9;64;
"2014-01-01 16:00:00";1290;54,8;131,4;69;
"2014-01-01 17:00:00";1963;76,8;217,6;83;
"2014-01-01 18:00:00";2414;68,4;205,1;114;
"2014-01-01 19:00:00";1551;43,0;87,3;91;
"2014-01-01 20:00:00";1199;31,7;64,5;66;
"2014-01-01 21:00:00";1098;26,8;45,8;58;
"2014-01-01 22:00:00";1207;27,8;57,0;54;
"2014-01-01 23:00:00";1167;26,0;57,9;69;
"2014-01-02 00:00:00";1212;26,4;40,5;73;
"2014-01-02 01:00:00";1199;22,8;29,9;63;
"2014-01-02 02:00:00";972;17,3;21,9;61;
"2014-01-02 03:00:00";935;19,5;25,0;52;
"2014-01-02 04:00:00";975;22,1;30,7;54;
"2014-01-02 05:00:00";955;35,7;98,8;54;
"2014-01-02 06:00:00";936;36,6;93,6;52;
"2014-01-02 07:00:00";1187;37,9;156,7;55;
"2014-01-02 08:00:00";1432;44,7;240,3;56;
"2014-01-02 09:00:00";1097;36,6;108,7;61;
"2014-01-02 10:00:00";883;37,1;97,3;45;
"2014-01-02 11:00:00";803;34,2;68,4;47;
"2014-01-02 12:00:00";649;34,1;65,7;69;
"2014-01-02 13:00:00";634;31,7;62,9;72;
"2014-01-02 14:00:00";645;32,9;70,4;56;
"2014-01-02 15:00:00";696;33,3;60,9;51;
"2014-01-02 16:00:00";797;43,0;83,6;51;
"2014-01-02 17:00:00";1473;70,0;171,6;70;
"2014-01-02 18:00:00";1866;78,5;233,0;104;
"2014-01-02 19:00:00";1806;61,5;128,1;89;
"2014-01-02 20:00:00";1299;48,0;89,3;90;
"2014-01-02 21:00:00";1116;42,0;81,0;62;
"2014-01-02 22:00:00";967;32,2;57,1;53;
"2014-01-02 23:00:00";729;21,8;39,5;36;
"2014-01-03 00:00:00";674;14,5;24,1;39;
"2014-01-03 01:00:00";584;15,5;21,7;36;
"2014-01-03 02:00:00";586;26,2;37,3;33;
"2014-01-03 03:00:00";582;24,8;39,9;34;
"2014-01-03 04:00:00";614;23,2;46,7;36;
"2014-01-03 05:00:00";691;39,8;114,4;37;
"2014-01-03 06:00:00";901;61,2;322,6;33;
"2014-01-03 07:00:00";1156;57,2;321,2;41;
"2014-01-03 08:00:00";1256;52,4;248,3;47;
"2014-01-03 09:00:00";1429;77,2;464,9;47;
"2014-01-03 10:00:00";939;47,9;176,7;43;
"2014-01-03 11:00:00";840;39,2;153,2;29;
"2014-01-03 12:00:00";806;37,5;112,1;42;
"2014-01-03 13:00:00";730;32,2;80,0;68;
"2014-01-03 14:00:00";846;43,5;114,4;75;
"2014-01-03 15:00:00";917;51,7;143,7;70;
"2014-01-03 16:00:00";1251;72,0;286,4;97;
"2014-01-03 17:00:00";2285;91,1;517,1;94;
"2014-01-03 18:00:00";3457;90,1;522,8;122;
"2014-01-03 19:00:00";3481;83,1;418,6;186;
"2014-01-03 20:00:00";2136;58,4;173,9;133;
"2014-01-03 21:00:00";1716;48,8;154,1;78;
"2014-01-03 22:00:00";1953;41,5;112,1;102;
"2014-01-03 23:00:00";1386;34,1;74,6;93;
"2014-01-04 00:00:00";1104;28,9;50,4;73;
"2014-01-04 01:00:00";1109;27,2;46,0;64;
"2014-01-04 02:00:00";972;22,8;32,8;55;
"2014-01-04 03:00:00";943;25,5;46,9;54;
"2014-01-04 04:00:00";863;24,3;37,1;49;
"2014-01-04 05:00:00";750;24,2;48,1;31;
"2014-01-04 06:00:00";758;33,9;94,8;34;
"2014-01-04 07:00:00";844;37,9;124,6;36;
"2014-01-04 08:00:00";817;42,1;139,6;30;
"2014-01-04 09:00:00";950;55,2;235,0;37;
"2014-01-04 10:00:00";925;44,5;164,6;37;
"2014-01-04 11:00:00";909;40,4;120,8;33;
"2014-01-04 12:00:00";835;42,5;112,4;35;
"2014-01-04 13:00:00";856;45,1;111,2;40;
"2014-01-04 14:00:00";811;35,2;85,9;40;
"2014-01-04 15:00:00";870;40,8;103,6;43;
"2014-01-04 16:00:00";986;44,4;91,4;43;
"2014-01-04 17:00:00";1427;51,0;119,1;66;
"2014-01-04 18:00:00";1429;48,9;111,7;70;
"2014-01-04 19:00:00";1330;46,2;106,2;67;
"2014-01-04 20:00:00";1336;41,6;106,7;56;
"2014-01-04 21:00:00";1197;38,2;95,7;50;
"2014-01-04 22:00:00";1162;30,8;65,1;49;
"2014-01-04 23:00:00";1008;24,8;46,2;41;
"2014-01-05 00:00:00";926;18,6;30,0;46;
"2014-01-05 01:00:00";889;18,6;32,6;48;
"2014-01-05 02:00:00";825;19,9;31,7;41;
"2014-01-05 03:00:00";682;14,8;20,2;30;
"2014-01-05 04:00:00";517;15,7;23,8;15;
"2014-01-05 05:00:00";466;17,1;28,7;7;
"2014-01-05 06:00:00";477;19,4;34,5;10;
"2014-01-05 07:00:00";498;17,8;33,8;7;
"2014-01-05 08:00:00";478;17,7;32,3;8;
"2014-01-05 09:00:00";544;20,4;38,8;13;
"2014-01-05 10:00:00";620;29,4;55,7;11;
"2014-01-05 11:00:00";602;29,2;58,3;13;
"2014-01-05 12:00:00";676;32,0;66,8;13;
"2014-01-05 13:00:00";693;37,8;78,2;15;
"2014-01-05 14:00:00";690;44,9;87,5;14;
"2014-01-05 15:00:00";1008;69,9;210,1;21;
