Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";10000;100;;-;250
"2017-01-01 00:00:00";1118;45,9;81,7;74;3,5
"2017-01-01 01:00:00";1489;39,4;86,5;127;3,3
"2017-01-01 02:00:00";1149;34,0;63,3;130;2,6
"2017-01-01 03:00:00";1174;36,9;71,8;102;2,1
"2017-01-01 04:00:00";992;32,3;60,7;79;2,3
"2017-01-01 05:00:00";862;37,6;69,4;56;2,2
"2017-01-01 06:00:00";849;36,9;74,4;50;2,3
"2017-01-01 07:00:00";924;33,1;61,4;56;2,9
"2017-01-01 08:00:00";996;35,9;59,7;61;2,4
"2017-01-01 09:00:00";909;29,7;48,5;57;2,6
"2017-01-01 10:00:00";789;25,2;45,7;54;3,1
"2017-01-01 11:00:00";732;26,6;55,1;48;2,4
"2017-01-01 12:00:00";780;28,0;62,2;53;2,1
"2017-01-01 13:00:00";721;38,7;75,7;65;1,9
"2017-01-01 14:00:00";710;27,9;52,8;61;1,9
"2017-01-01 15:00:00";820;30,3;59,2;67;2,1
"2017-01-01 16:00:00";1093;52,0;106,4;72;2,3
"2017-01-01 17:00:00";1466;85,0;250,7;74;3,1
"2017-01-01 18:00:00";2209;81,4;314,2;84;3,9
"2017-01-01 19:00:00";3270;65,9;193,9;172;5,1
"2017-01-01 20:00:00";1674;46,3;105,8;138;4,1
"2017-01-01 21:00:00";1333;36,8;71,2;106;3,2
"2017-01-01 22:00:00";1549;34,2;65,4;103;3,9
"2017-01-01 23:00:00";1178;29,1;51,9;93;4,3
"2017-01-02 00:00:00";1016;23,2;34,6;78;4,0
"2017-01-02 01:00:00";1075;25,7;34,8;76;2,3
"2017-01-02 02:00:00";1077;23,7;33,6;86;2,1
"2017-01-02 03:00:00";1103;28,4;38,9;91;2,3
"2017-01-02 04:00:00";1100;33,6;57,7;77;2,7
"2017-01-02 05:00:00";1145;41,0;78,7;85;3,9
"2017-01-02 06:00:00";1199;56,5;167,9;76;3,6
"2017-01-02 07:00:00";1340;61,8;222,0;68;3,5
"2017-01-02 08:00:00";1701;71,7;318,0;79;3,7
"2017-01-02 09:00:00";2074;81,5;343,7;95;4,6
"2017-01-02 10:00:00";1859;65,4;194,6;135;4,5
"2017-01-02 11:00:00";1366;58,6;140,1;113;4,1
"2017-01-02 12:00:00";1076;62,8;141,5;87;5,7
"2017-01-02 13:00:00";929;52,8;117,6;88;10,4
"2017-01-02 14:00:00";894;54,6;118,2;86;10,2
"2017-01-02 15:00:00";881;55,6;121,8;79;9,1
"2017-01-02 16:00:00";937;53,2;108,3;72;6,4
"2017-01-02 17:00:00";927;32,4;54,3;80;2,9
"2017-01-02 18:00:00";863;28,8;53,1;90;3,1
"2017-01-02 19:00:00";848;29,6;55,7;94;5,2
"2017-01-02 20:00:00";845;24,8;47,2;99;4,6
"2017-01-02 21:00:00";775;20,8;37,1;90;3,7
"2017-01-02 22:00:00";709;18,9;33,9;76;3,6
"2017-01-02 23:00:00";724;18,6;35,2;76;4,6
"2017-01-03 00:00:00";693;14,4;22,1;73;6,6
"2017-01-03 01:00:00";695;13,5;20,5;89;9,8
"2017-01-03 02:00:00";700;14,6;21,8;89;9,9
"2017-01-03 03:00:00";712;15,5;23,8;91;9,6
"2017-01-03 04:00:00";711;18,1;30,3;101;9,5
"2017-01-03 05:00:00";711;21,7;34,4;99;7,9
"2017-01-03 06:00:00";729;22,4;39,2;88;9,9
"2017-01-03 07:00:00";753;24,7;46,5;84;9,6
"2017-01-03 08:00:00";901;34,4;69,4;89;6,8
"2017-01-03 09:00:00";981;44,8;133,0;84;5,1
"2017-01-03 10:00:00";1182;60,3;191,2;88;5,9
"2017-01-03 11:00:00";1060;52,8;152,5;94;4,9
"2017-01-03 12:00:00";983;53,7;165,4;100;5,4
"2017-01-03 13:00:00";951;50,5;157,5;106;5,4
"2017-01-03 14:00:00";976;54,7;174,4;120;5,0
"2017-01-03 15:00:00";1079;61,0;202,4;113;4,3
"2017-01-03 16:00:00";1165;59,9;202,8;104;4,6
"2017-01-03 17:00:00";1337;61,3;224,1;98;4,4
"2017-01-03 18:00:00";1234;62,5;199,7;97;3,4
"2017-01-03 19:00:00";1092;49,2;138,5;98;2,9
"2017-01-03 20:00:00";987;46,3;120,4;80;2,8
"2017-01-03 21:00:00";914;39,4;90,4;69;2,3
"2017-01-03 22:00:00";923;45,8;104,0;67;2,4
"2017-01-03 23:00:00";801;40,2;84,0;67;2,4
"2017-01-04 00:00:00";707;35,5;62,2;53;2,0
"2017-01-04 01:00:00";663;33,6;59,4;45;2,0
"2017-01-04 02:00:00";626;34,2;58,7;54;1,6
"2017-01-04 03:00:00";565;39,6;67,9;33;1,8
"2017-01-04 04:00:00";571;29,4;50,5;35;1,1
"2017-01-04 05:00:00";582;39,1;77,9;38;1,5
"2017-01-04 06:00:00";611;30,7;76,8;35;2,0
"2017-01-04 07:00:00";720;52,6;173,1;31;2,5
"2017-01-04 08:00:00";886;62,1;225,4;33;2,8
"2017-01-04 09:00:00";668;58,3;174,2;30;2,8
"2017-01-04 10:00:00";655;57,1;163,1;24;2,2
"2017-01-04 11:00:00";572;39,1;110,5;29;16,4
"2017-01-04 12:00:00";488;34,0;84,8;26;21,1
"2017-01-04 13:00:00";562;50,3;135,6;20;9,7
"2017-01-04 14:00:00";611;52,4;140,3;20;10,1
"2017-01-04 15:00:00";654;47,2;130,7;24;7,3
"2017-01-04 16:00:00";719;46,4;129,4;33;7,0
"2017-01-04 17:00:00";824;49,4;136,5;31;8,4
"2017-01-04 18:00:00";663;46,6;128,5;31;7,2
"2017-01-04 19:00:00";629;42,2;96,0;27;9,1
"2017-01-04 20:00:00";588;31,5;65,4;29;9,3
"2017-01-04 21:00:00";571;27,2;52,9;27;6,2
"2017-01-04 22:00:00";555;34,5;73,8;27;4,6
"2017-01-04 23:00:00";566;26,2;53,3;20;2,7
"2017-01-05 00:00:00";501;30,8;54,3;18;2,3
"2017-01-05 01:00:00";508;38,3;66,6;18;2,1
"2017-01-05 02:00:00";455;15,6;27,0;16;1,7
"2017-01-05 03:00:00";454;18,5;30,6;17;1,7
"2017-01-05 04:00:00";451;18,4;34,4;17;1,8
"2017-01-05 05:00:00";428;18,1;38,9;11;1,8
"2017-01-05 06:00:00";476;30,4;67,9;12;2,0
"2017-01-05 07:00:00";881;75,3;369,8;20;4,1
"2017-01-05 08:00:00";1304;86,3;390,7;34;4,1
"2017-01-05 09:00:00";747;54,2;158,3;21;3,0
"2017-01-05 10:00:00";855;56,9;183,8;17;3,4
"2017-01-05 11:00:00";805;48,9;130,2;19;3,3
"2017-01-05 12:00:00";897;54,7;154,3;39;3,2
"2017-01-05 13:00:00";761;43,3;104,4;33;3,5
"2017-01-05 14:00:00";581;43,2;110,4;13;
"2017-01-05 15:00:00";;;;16;
"2017-01-05 16:00:00";333;20,6;45,4;12;3,2
"2017-01-05 17:00:00";337;20,7;38,8;10;3,3
"2017-01-05 18:00:00";318;17,1;31,1;12;3,1
"2017-01-05 19:00:00";289;13,1;23,5;11;3,3
"2017-01-05 20:00:00";336;12,0;21,3;10;3,6
"2017-01-05 21:00:00";345;10,4;17,4;20;3,5
"2017-01-05 22:00:00";344;8,5;12,5;18;4,2
"2017-01-05 23:00:00";342;6,9;10,4;21;3,9
"2017-01-06 00:00:00";342;5,0;6,1;24;3,9
"2017-01-06 01:00:00";342;5,1;6,1;10;4,3
"2017-01-06 02:00:00";341;4,9;5,8;17;4,4
"2017-01-06 03:00:00";341;4,8;5,7;22;4,3
"2017-01-06 04:00:00";340;6,9;8,5;29;5,5
"2017-01-06 05:00:00";339;7,3;9,4;39;5,3
"2017-01-06 06:00:00";343;10,0;14,6;41;5,4
